Date,SMB,HML,WML,MF,RF
1993-10-01,1.47262657677485,1.25932956582304,-0.421256951183213,NA,NA
1993-10-04,0.466722166017108,0.433937331584611,-0.69542089629725,-0.930542876673202,0.0220136138988858
1993-10-05,0.0606998936542924,0.785147672991582,-0.823548987198719,-0.296247724876686,0.0220136138988858
1993-10-06,-0.0679279364356633,-1.54067535583541,0.177848956945392,-0.326857219322663,0.0220136138988858
1993-10-07,-0.291445653346256,0.138116507669683,-0.0327553200798358,0.380038919978576,0.0220136138988858
1993-10-08,1.17310658338909,1.95362720948329,0.444535628825959,0.850143467079367,0.0220136138988858
1993-10-11,2.15003926611153,-0.384485255921418,-1.12270364017845,1.10853252711773,0.0644741113104308
1993-10-12,0.12238745371842,0.0950820119214324,1.87663831739562,0.478611519928718,0.0214867533004703
1993-10-19,-0.475118457456125,-0.513838595489491,0.396527680390468,1.15029204724835,0.149659267123625
1993-10-20,1.33200805414637,0.105281548235481,-0.570809577136266,-0.235197942512377,0.0212757763642157
1993-10-21,-0.278309606069893,0.23079656790892,0.700434997687371,-2.00545209952184,0.0212757763642157
1993-10-22,-0.443299763138116,-0.899879748469901,0.107379609816149,0.974454355457799,0.0212757763642157
1993-10-25,-0.794642605970386,0.519144142857564,0.149244960610906,0.493275573252849,0.0651068293466395
1993-10-26,0.510518622558531,-0.217922407458082,-0.315723738795393,-1.31968621981655,0.02169756826369
1993-10-27,-1.47232498724945,0.760315998607908,0.787896448157843,-0.377593624563743,0.02169756826369
1993-10-28,-0.0744924270821179,-0.0593066895850702,2.35131439928458,-0.41507992016826,0.02169756826369
1993-10-29,-0.198022644963058,0.42007500754131,0.15167852372342,-0.835325892619665,0.02169756826369
1993-11-01,0.406574145897243,0.133498626657591,-0.530515277857901,-2.17972636786,0.0644741113104308
1993-11-02,-0.000224112883662198,-0.096028143093585,0.57402281123593,-0.451088629297736,0.0214867533004703
1993-11-03,-0.0705979055848682,-0.483057504532358,0.396307623054226,0.672115131397599,0.0214867533004703
1993-11-04,0.610395285981569,0.00882752729873815,0.530758466289694,0.303231883764288,0.0214867533004703
1993-11-05,-0.343329444846086,-0.538930455265441,0.561186238177602,1.07412958844133,0.0214867533004703
1993-11-08,-0.674907034680516,-0.139410872281065,0.927007484246878,1.74075033075558,0.0651068293466395
1993-11-09,-1.20084643173323,0.244434399676763,-1.3444544464616,0.99352765287728,0.02169756826369
1993-11-10,-1.22281321248655,0.482301867462187,0.950379592000394,0.863292876338106,0.02169756826369
1993-11-16,-0.767654077254076,-0.690608109472857,1.93357509980208,2.64028309429867,0.130045003914447
1993-11-17,-0.899589251786537,1.70689672002904,1.75589741440454,1.62069528462268,0.0214867533004703
1993-11-18,-2.18357628201868,2.2973081587375,1.09150601823886,1.69287478852638,0.0214867533004703
1993-11-19,-0.25662290100491,-0.235771486187675,0.190970938425972,1.53006393150532,0.0214867533004703
1993-11-22,-0.726662750374452,-0.6420015649235,0.689283957921627,1.93505390603252,0.0670036051827028
1993-11-23,0.454382657641372,-1.05781920912892,0.736529169696665,0.669057657723671,0.0223295486023734
